1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-7.536895540791364034e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-7.025034268811775062e-01,1.706750791953879909e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-4.755382990863836756e-01,2.325753749893422484e-01,1.848338372542975561e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.004086022915833404e-01,5.337342838966099290e-01,-6.241541014356829509e-01,-2.960497406064104275e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-2.909261433321747026e-01,-2.616064694269730206e-01,8.705301335991763034e-01,-8.363426487659950115e-02,-7.877261905542695120e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.845170557023958824e-01,-3.808186474805045352e-01,-3.763692767805025818e-01,6.418335289989571812e-01,-2.657908717067508086e-01,-3.217857822143227464e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.550353837778987831e-01,2.089328462461714220e-01,-8.216683828400156431e-01,-1.067730912763738826e-01,7.926031835562173944e-01,-8.850010821730035504e-01,1.435853375395977072e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000096e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000096e-04,3.020000000000000115e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000096e-04,2.599999999999999881e-03,1.480000000000000066e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.905999999999999917e-01,2.000000000000000096e-04,2.000000000000000096e-04,4.000000000000000192e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000096e-04,1.199999999999999895e-03,2.000000000000000096e-04,2.843999999999999861e-01,2.000000000000000096e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000096e-04,2.000000000000000096e-04,2.000000000000000096e-04,2.000000000000000096e-04,8.000000000000000383e-04,2.000000000000000096e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000096e-04,8.200000000000000691e-03,2.000000000000000096e-04,1.817999999999999894e-01,2.000000000000000096e-04,2.000000000000000096e-04,6.619999999999999496e-02,0.000000000000000000e+00
