1.000000000000000000e+00,4.779645676604766247e-01,5.157537917221923784e-01,1.771484755746264295e+00,1.301998701581768003e+00,1.251796831846622826e+00,1.825412045104470193e+00,2.014021045785242769e+00,1.527374710648302880e+00,1.751989789709978318e+00,1.683008425940085484e+00,4.374713732889437545e-01,1.809101163501739107e+00,7.933857842228431156e-01,4.728227721704570952e-01,4.552001402949018560e-01,1.231913898307108735e+00,1.681068875965134657e+00,1.149176714771749097e+00,1.565688241624513477e+00,1.986405824246827212e+00,7.702227175512833535e-01,9.693756631896253140e-01,1.618274151864430355e+00
7.056310116270254618e-01,1.000000000000000000e+00,8.543254831229520896e-01,2.539669318989498326e+00,1.792831893888241934e+00,1.728825858096300516e+00,2.597128942550438246e+00,3.143476390424800204e+00,2.189290496329665991e+00,2.124536060998771347e+00,2.334011414031150533e+00,3.301915244278347816e-01,1.824674883276734993e+00,6.148731706437189359e-01,1.031136713656444881e+00,9.219640178536231412e-01,1.668362244422235907e+00,2.508856697892690057e+00,1.671075954641183525e+00,1.708391375810006663e+00,2.901112341543560902e+00,6.478737837085768447e-01,5.215149506126244283e-01,2.206388844584647124e+00
7.897455764489929031e-01,8.890180947659904742e-01,1.000000000000000000e+00,2.595242176878790996e+00,1.859388424917690852e+00,1.779155799745531397e+00,2.668000982063570614e+00,3.115186476037199004e+00,2.322072202599455348e+00,2.211619868497196162e+00,2.405055157213421335e+00,3.423829131908620038e-01,2.300641471622059342e+00,6.984499706905600291e-01,9.041275645263247007e-01,1.065529302526931454e+00,1.773892305247168233e+00,2.596710712217796591e+00,1.725972135484706182e+00,1.915747227650268947e+00,3.145516139362843688e+00,5.630769761963411169e-01,7.098791169098804810e-01,2.309831649486870919e+00
3.471455782655946121e-01,3.384302876066100918e-01,3.324486615240276333e-01,1.000000000000000000e+00,7.073560697643690443e-01,6.842874632842478322e-01,1.020864472129603850e+00,1.219620305813165606e+00,8.682465429961424563e-01,8.478554274902934118e-01,9.232476861710903204e-01,1.338684174857760756e-01,7.992490160213255868e-01,3.050479656252155225e-01,3.455325280717996828e-01,3.494018294219439769e-01,6.726599661610155323e-01,9.829281661295852235e-01,6.590109473536266416e-01,7.576080423137760977e-01,1.174117805157224081e+00,2.474018171179589720e-01,3.231061074125377020e-01,8.749078159492371665e-01
4.944701901666193056e-01,4.625868510209464879e-01,4.608396982847641765e-01,1.369564552672993596e+00,1.000000000000000000e+00,9.481687719297783312e-01,1.410307753539154385e+00,1.676120126174606151e+00,1.164760024167672325e+00,1.194324900120187216e+00,1.263702029412357541e+00,1.995909002500308727e-01,1.238673386063992687e+00,4.157380508524916030e-01,4.652927459332791282e-01,4.780533575309680039e-01,9.083043595067641363e-01,1.329020933431406037e+00,8.939706819225130552e-01,1.022927185555035035e+00,1.594620623158061079e+00,3.753649748548170684e-01,4.294943819755259184e-01,1.195209048622914993e+00
5.215907857673164338e-01,4.887914081188642901e-01,4.833121902607048770e-01,1.451021205444229301e+00,1.038701406891712198e+00,1.000000000000000000e+00,1.488099447462502445e+00,1.770198850832424231e+00,1.245760455842743086e+00,1.253767100042061822e+00,1.338998758047573734e+00,2.065672374553097213e-01,1.212492631534308751e+00,4.464050918536366930e-01,4.955210743533036144e-01,5.008704663670437984e-01,9.697831404674621680e-01,1.416161180552404142e+00,9.520038412643306858e-01,1.094874072609766102e+00,1.685043969856353074e+00,3.903651427990630363e-01,4.688825813133241094e-01,1.268613375036432789e+00
3.427264260636022630e-01,3.308257108548509628e-01,3.269192266553725967e-01,9.761599008716327353e-01,6.968535522694832007e-01,6.710325230980304090e-01,1.000000000000000000e+00,1.190883683965942907e+00,8.430442123506840524e-01,8.378401491403545398e-01,8.995814528122877407e-01,1.348450923700720561e-01,8.107200890874547428e-01,2.957228998847954426e-01,3.361985925410455600e-01,3.408730894090500341e-01,6.529282087671474111e-01,9.561225735365097567e-01,6.413274108821704900e-01,7.342215570160250948e-01,1.138527541210250682e+00,2.499547959020489707e-01,3.094582178920763371e-01,8.535118009957872731e-01
1.971733247383367638e-01,2.092243954637499626e-01,1.990842283078216868e-01,6.079788501194939299e-01,4.320397111821430713e-01,4.158394599715193873e-01,6.208727469413958255e-01,1.000000000000000000e+00,3.539714796623271154e-01,3.498366126476283866e-01,4.672928472053878846e-01,-7.464495574076224216e-02,1.623258745536357017e-01,1.486702739731292633e-01,1.957219316348933202e-01,1.941021159136723795e-01,3.090616121961213270e-01,5.230915829311900689e-01,3.544378383810557476e-01,4.323104107718518940e-01,6.950819280854813043e-01,7.388799087625141926e-02,1.367132237720179166e-01,3.781311326094687897e-01
2.581799034983665586e-01,2.507887300603440783e-01,2.555505016673199625e-01,7.461870224513896810e-01,5.167337012425823328e-01,5.047708667560152351e-01,7.572691386626873022e-01,6.112903721027416193e-01,1.000000000000000000e+00,6.631352523594441495e-01,7.232565909832349149e-01,1.374563006435842172e-01,5.925829503979169743e-01,2.998588409125230170e-01,3.052282123047239115e-01,3.167350430929416483e-01,7.135262649168576665e-01,9.246270810595373923e-01,6.084202236016241772e-01,6.585724344448731227e-01,9.583797714537614088e-01,2.647455878848417599e-01,3.769418771804918245e-01,8.472833134926720522e-01
2.487189722932192093e-01,2.054481204192989408e-01,2.052592334323087575e-01,6.141225452665481921e-01,4.465034179930772451e-01,4.283041474682525163e-01,6.332840973026189202e-01,5.056100191773996722e-01,5.587560156301617509e-01,1.000000000000000000e+00,6.167673273563540892e-01,5.164547456209390708e-01,1.426817953154157159e+00,1.910232090188862530e-01,1.930662394366456369e-01,1.966865956906986013e-01,3.967253481434496187e-01,5.672003994823794359e-01,3.823397680644991525e-01,4.199872365071143920e-01,6.782197128949040144e-01,2.305662681243758894e-01,1.873371319531624002e-01,6.882420166080330803e-01
