1.000000000000000000e+00,4.774343787200235334e-01,5.151578079743956984e-01,1.771693683784048012e+00,1.298873660495761140e+00,1.253725013610575090e+00,1.825679424249377236e+00,2.015603117210709172e+00,1.529285593967125489e+00,1.751802042546087179e+00,1.685457713289078896e+00,4.387440602018929381e-01,1.812709040008383177e+00,7.939407445359552007e-01,4.735047005609103188e-01,4.558822494188018437e-01,1.232407819416559080e+00,1.680166220072344840e+00,1.151520876788564074e+00,1.563445891468326243e+00,1.982272153066767295e+00,7.740296886392705744e-01,9.690363566478538138e-01
7.046503705235082071e-01,1.000000000000000000e+00,8.538206701791114517e-01,2.541556944288996256e+00,1.791884422934954646e+00,1.728683029990777831e+00,2.596438243141693025e+00,3.144595016520049136e+00,2.189229984611044788e+00,2.126887979122243699e+00,2.334420042584151922e+00,3.317517033257372794e-01,1.809798544229157091e+00,6.152867118922311640e-01,1.030353708029808413e+00,9.221977742872390360e-01,1.666153476977341841e+00,2.507322674415579211e+00,1.670906415539326062e+00,1.707697387980628534e+00,2.908822013422708519e+00,6.515934231726847603e-01,5.187464949376223711e-01
7.908670962217465572e-01,8.880956343224742922e-01,1.000000000000000000e+00,2.594054887593223668e+00,1.860293710298927872e+00,1.779578874576539960e+00,2.666192898221451113e+00,3.113658026708987503e+00,2.318586877108820499e+00,2.214247214242410777e+00,2.406875974306717403e+00,3.393622416567423361e-01,2.307629453187621138e+00,6.976914697958672695e-01,9.040650297900710841e-01,1.065580868423963823e+00,1.773776559250501705e+00,2.596176243453427457e+00,1.725138893935436624e+00,1.915787168140355545e+00,3.144591343450823917e+00,5.650640534523660996e-01,7.123505677570952654e-01
3.472989208100142333e-01,3.385052112676748548e-01,3.325080793196438789e-01,1.000000000000000000e+00,7.074241677647812310e-01,6.843412601271910978e-01,1.020732541590953391e+00,1.218255511305801120e+00,8.682783564386357122e-01,8.487709420580856756e-01,9.236389746571935788e-01,1.342686000728905427e-01,8.007694243529859257e-01,3.050690678220950858e-01,3.452195884099684142e-01,3.493408213261615103e-01,6.735642357381880219e-01,9.836643323536786720e-01,6.582675952734888813e-01,7.595367256869871575e-01,1.174848244545296128e+00,2.443330844870847118e-01,3.241462921673905484e-01
4.937536305932653802e-01,4.627257893803365385e-01,4.609062642535229903e-01,1.369896824144340108e+00,1.000000000000000000e+00,9.482110053263607119e-01,1.410717544499975329e+00,1.678050254156300491e+00,1.165165769169177912e+00,1.195606871112321778e+00,1.263731721150423981e+00,1.983607390288845418e-01,1.237612286604131695e+00,4.157220077220950549e-01,4.647442933034572343e-01,4.778797151132706533e-01,9.088617164684938965e-01,1.327935909415358218e+00,8.936708651090901068e-01,1.022809386451221769e+00,1.594129918270416502e+00,3.733488163343111066e-01,4.281838331535752773e-01
5.211949436338154662e-01,4.888454168737306205e-01,4.834343128883637486e-01,1.451188052684915464e+00,1.038712058123435034e+00,1.000000000000000000e+00,1.488138447918204932e+00,1.770146230246761654e+00,1.246208693035593784e+00,1.252816575699421398e+00,1.339133450097964140e+00,2.059401118385706664e-01,1.215407952152123938e+00,4.467165376295434420e-01,4.951845981118705442e-01,5.009721799653380492e-01,9.677051493531048099e-01,1.417073031188916143e+00,9.516429978111545784e-01,1.095172737635465632e+00,1.688603263616838213e+00,3.877755742447350218e-01,4.701657564019547375e-01
3.429761861169355885e-01,3.308455814466990108e-01,3.265808298260444165e-01,9.762577137345930245e-01,6.967251621879146928e-01,6.710189949995644110e-01,1.000000000000000000e+00,1.191413984019831007e+00,8.421917466950700204e-01,8.379458319498567231e-01,8.993315159441984674e-01,1.356697811669964060e-01,8.045126158799408289e-01,2.954410206060472111e-01,3.358775562261978598e-01,3.404052703275263769e-01,6.539359056367791689e-01,9.565804298151902030e-01,6.416557227037889000e-01,7.341852604431989837e-01,1.137871357345194845e+00,2.531124593093972419e-01,3.103494145765444689e-01
1.967174799761856330e-01,2.088996763354113717e-01,1.990002260892695940e-01,6.074582605125276036e-01,4.320362799955801969e-01,4.161761156311237775e-01,6.209473762779342820e-01,1.000000000000000000e+00,3.549449535740076267e-01,3.505728780753190055e-01,4.666011623153628607e-01,-7.411390490524365215e-02,1.628634626990151102e-01,1.488945857824524044e-01,1.957790105993099383e-01,1.941974033167354896e-01,3.093250265778596519e-01,5.217875826061524336e-01,3.550888932233793316e-01,4.325576277998673946e-01,6.974247959053417878e-01,7.344664713410566093e-02,1.370857141640628718e-01
2.575546177087620903e-01,2.503296573227051236e-01,2.557924629117968029e-01,7.459627609262867720e-01,5.168803567856621317e-01,5.047390204829163007e-01,7.560799621657183778e-01,6.098759503203335930e-01,1.000000000000000000e+00,6.633609825054703757e-01,7.220803929964253465e-01,1.370708315361366947e-01,5.913966817364723072e-01,2.993381009634730194e-01,3.054954602000182207e-01,3.162988519363562623e-01,7.135130558579367843e-01,9.245875861845572752e-01,6.080269910218836227e-01,6.571588480067638294e-01,9.578983906496171263e-01,2.614214439975719451e-01,3.775312879821939305e-01
2.488676770198338106e-01,2.051987068568126016e-01,2.053151918825043831e-01,6.140879665661325149e-01,4.470029964724760996e-01,4.280101733794128283e-01,6.341963553277709664e-01,5.071868333681750496e-01,5.592270990564573996e-01,1.000000000000000000e+00,6.164870339089245643e-01,5.170042624946509235e-01,1.425080174238026132e+00,1.910990975289404425e-01,1.933559387386585837e-01,1.957430496597424019e-01,3.977585514098911368e-01,5.679215563968998959e-01,3.823498043633833943e-01,4.207702359809091242e-01,6.795258561430128630e-01,2.306817632302234911e-01,1.870309812556990581e-01
2.815417192103087385e-01,2.642030495080329167e-01,2.619201238526259745e-01,7.846522934432280660e-01,5.556779272534225766e-01,5.367827389007825412e-01,7.991077635803488510e-01,7.977978904801059645e-01,7.154429388349202723e-01,7.244241879815225271e-01,1.000000000000000000e+00,1.510867521437220806e-01,8.606508718034983074e-01,2.465142865729803845e-01,2.721389376486703648e-01,2.780564451438774509e-01,5.582444495597860268e-01,7.810482583814344348e-01,5.230481542784615190e-01,6.125795574962054069e-01,9.549029711482994731e-01,2.639502258781207256e-01,2.524973357105071980e-01
1.405024179647351712e-01,7.373512140148075211e-02,7.178802030360169339e-02,2.200186320829282394e-01,1.673615662155399086e-01,1.606567790047774280e-01,2.333466145090543342e-01,-2.443753291628516233e-01,2.651628671391436098e-01,1.174187317295995570e+00,2.947752662213956598e-01,1.000000000000000000e+00,1.793715096911285833e+00,7.519724756770616858e-02,4.242044329738958730e-02,3.670949414452045340e-02,1.138652403590634937e-01,1.503409916483174624e-01,1.011324760954781937e-01,7.332224359129134450e-02,1.603758522661064556e-01,2.138287320404638758e-01,5.059074657364388827e-02
5.481856179803212131e-02,3.713048511722932821e-02,4.544780357425921152e-02,1.227306342717879584e-01,9.825438129259653208e-02,8.831819364467120848e-02,1.302892803752828954e-01,4.880739635242047764e-02,1.065937586910998824e-01,3.032557823193436919e-01,1.557849592732870880e-01,1.678648162936208499e-01,1.000000000000000000e+00,4.075070137908573531e-02,2.827831658877827045e-02,4.004683973409882414e-02,7.528770060862563507e-02,9.855868325775592187e-02,6.743339744369301891e-02,8.635888183693546383e-02,1.613375625135321234e-01,4.262543634627777994e-02,3.231532172681726017e-02
9.134082325485102238e-01,4.795466538854761263e-01,5.241220990829300597e-01,1.786331348500928895e+00,1.261831883381870467e+00,1.235684655964663925e+00,1.815802960910073427e+00,1.746124230171195446e+00,2.049756388636588156e+00,1.557459147545522615e+00,1.703270039709349648e+00,2.664526947226211195e-01,1.553739755555191060e+00,1.000000000000000000e+00,5.535560759119165786e-01,5.481572090434956301e-01,1.601973870767122943e+00,2.050582184577828926e+00,1.384868678270264164e+00,1.904200259194712030e+00,2.331163060953437949e+00,7.301497859264203250e-01,1.330266440367385838e+00
5.693476747605774602e-01,8.407024103825042616e-01,7.100380929632568172e-01,2.114536453492169343e+00,1.470416510777727614e+00,1.429183638433150882e+00,2.152106299852334814e+00,2.402954056459214449e+00,2.174587250294393481e+00,1.628938449269106359e+00,1.957965253556712693e+00,1.565467684388179015e-01,1.124205463444979847e+00,5.786303660835122598e-01,1.000000000000000000e+00,8.410490762657709674e-01,1.655773931866938886e+00,2.354645143976474841e+00,1.555686602473828950e+00,1.570128000744704933e+00,2.625917282443278822e+00,6.474632432528566461e-01,5.495195372645613752e-01
4.582310146623753688e-01,6.298751811040448345e-01,7.007774074445541901e-01,1.793248533135314959e+00,1.267457419350263459e+00,1.211284447945204512e+00,1.829319257646363717e+00,1.998344979080451944e+00,1.892590146185315181e+00,1.390318825670530334e+00,1.677344186634395218e+00,1.102785422900056239e-01,1.331622690030049183e+00,4.809041267627924832e-01,7.047711253505412055e-01,1.000000000000000000e+00,1.438812116586981826e+00,2.027709056764401385e+00,1.330166122540199947e+00,1.368070877115913353e+00,2.367944512160192971e+00,3.591094762102931548e-01,4.832612790725807073e-01
3.670153974936224417e-01,3.378765117370917115e-01,3.457020006296376846e-01,1.022239839256635641e+00,7.110696877063805710e-01,6.931994170310075143e-01,1.037807910497024810e+00,9.422440444447116592e-01,1.260206724836568482e+00,8.346549951596564654e-01,9.978317845233312111e-01,1.054816028282261481e-01,7.448778363081196563e-01,4.148381262401684144e-01,4.106701695875037972e-01,4.264824280295300696e-01,1.000000000000000000e+00,1.248978379787445414e+00,8.238820103313314602e-01,9.507835899700735061e-01,1.336797980867348024e+00,3.501923267355135927e-01,5.410115097573019449e-01
2.930953324294330864e-01,2.974473853890466923e-01,2.956761326016145164e-01,8.742474932590881265e-01,6.095581984179481161e-01,5.938017775549291333e-01,8.889762598148970296e-01,9.299486594410886209e-01,9.568893545707780612e-01,6.970990151263009027e-01,8.173445439324035222e-01,8.068465018696202584e-02,5.706027815763021760e-01,3.109506042063898135e-01,3.418436239507385843e-01,3.512913987222773815e-01,7.307302395009152018e-01,1.000000000000000000e+00,6.631780622831801031e-01,7.569819432979977281e-01,1.141853842972869515e+00,2.488643940879773642e-01,3.742417741560248867e-01
4.552524814393908437e-01,4.489244664729332701e-01,4.454386154521697838e-01,1.328382468282162110e+00,9.312596897249387773e-01,9.048701304701396442e-01,1.352143980821025604e+00,1.434580255901019896e+00,1.428801741892622434e+00,1.063367446220928603e+00,1.236934570172496972e+00,1.250775703354185253e-01,8.770522143488939104e-01,4.756746752633484454e-01,5.127412754773350567e-01,5.223845243843172614e-01,1.094063261306318369e+00,1.504156384055291396e+00,1.000000000000000000e+00,1.147749793785528549e+00,1.723568603451422598e+00,3.899545630081117098e-01,5.692038150235528837e-01
2.561255762260895574e-01,1.899070593311474875e-01,2.052198655102444036e-01,6.346944189435059780e-01,4.404313078565722517e-01,4.318395325143137287e-01,6.412103611216179999e-01,7.229313351990827030e-01,6.393729322948976668e-01,4.859368451645067477e-01,6.016885043090413054e-01,3.805111215167421290e-02,4.713401762352223412e-01,2.709554611473180552e-01,2.137895278343840966e-01,2.232699180858597199e-01,5.208917983009352382e-01,7.111311982885230032e-01,4.760242277065948602e-01,1.000000000000000000e+00,1.250900973498031421e+00,-2.520333935312357165e-01,5.229082543316493359e-01
