1.000000000000000000e+00 4.775071739162269902e-01 5.252944072902863137e-01 1.772816984748237124e+00 1.305155133331419304e+00 1.254095174140523072e+00 1.826586152597759805e+00 2.026371176551795550e+00 1.534012011606028292e+00 1.751229426459547378e+00 1.686023747162120445e+00 4.440655817758070167e-01 1.748297698247201604e+00 1.782299330475217713e+00 2.141965994704486675e+00 7.925495868887197926e-01 4.696739972701443611e-01 4.620034480814048106e-01 1.232550973507731795e+00 1.679622809510513237e+00 1.152546312703037978e+00
7.101357915851855829e-01 1.000000000000000000e+00 8.807176714824479502e-01 2.548685023354990253e+00 1.799301462950079866e+00 1.736514726396390040e+00 2.605646448326525366e+00 3.149763291376050045e+00 2.206524172773765002e+00 2.130954976201573814e+00 2.340703383353026190e+00 3.112031789559660533e-01 2.140534305949971294e+00 1.902969580907705627e+00 1.253494060703867152e+00 6.241947069306720275e-01 1.023198095317692680e+00 9.446913922044719580e-01 1.680922737304274772e+00 2.523118145674573931e+00 1.678924766524618084e+00
7.636169637899788976e-01 8.595954767254248008e-01 1.000000000000000000e+00 2.523437990426831590e+00 1.808907147019708894e+00 1.728923674008603584e+00 2.592936035813881546e+00 3.051072306515098198e+00 2.214869194924427021e+00 2.174463461930652208e+00 2.335581884708460176e+00 3.317879517389242805e-01 2.159674165810308466e+00 2.461612760708217440e+00 1.468933310126223191e+00 6.601230667723860801e-01 8.598615629731486409e-01 1.076303374285662695e+00 1.695266556805136826e+00 2.502547325639914444e+00 1.665004384004046933e+00
3.475601078058953020e-01 3.360462097322073349e-01 3.408663346439721464e-01 1.000000000000000000e+00 7.077104262088520503e-01 6.842362870883367254e-01 1.020830549238924245e+00 1.219249951666750542e+00 8.691046672688531594e-01 8.499624588066783115e-01 9.232590764485369972e-01 1.277128763338775952e-01 8.487939528068088046e-01 8.014558170816117322e-01 7.176597221086611356e-01 3.046479986865262557e-01 3.393466078968105926e-01 3.588898411371184705e-01 6.727973669073510354e-01 9.834932464995215229e-01 6.597155592503198829e-01
4.936229948321113059e-01 4.592193987713108494e-01 4.724975253431297206e-01 1.368788853682585849e+00 1.000000000000000000e+00 9.473305115650797470e-01 1.409764751865669741e+00 1.676785125805926979e+00 1.162727658766844918e+00 1.192517718891632938e+00 1.262518873064741642e+00 1.924150943772315603e-01 1.188128794903781982e+00 1.260014674735675744e+00 1.050594994353867051e+00 4.153136670076683634e-01 4.564857817125821393e-01 4.904809054136529678e-01 9.072937620485601595e-01 1.327908031026465707e+00 8.925485743737473499e-01
5.223439596290486708e-01 4.855402053511266858e-01 4.951460456862595283e-01 1.451090158299040755e+00 1.039268490713105120e+00 1.000000000000000000e+00 1.488105265904089647e+00 1.770219302084415025e+00 1.247314839450564206e+00 1.255148494528938174e+00 1.339311657806426803e+00 1.999401205147010585e-01 1.252601398301984803e+00 1.229389908622055883e+00 1.060885907765390490e+00 4.463265179872196176e-01 4.865890567629138630e-01 5.134218547777386066e-01 9.684974100548144893e-01 1.417063306117136490e+00 9.520539836960656421e-01
3.431610921861270591e-01 3.287912086756248908e-01 3.349261336293782865e-01 9.761869923835372331e-01 6.970124692131133282e-01 6.710208156895591802e-01 1.000000000000000000e+00 1.192160214245729044e+00 8.413796554647577919e-01 8.373312400679135958e-01 8.999164952894080916e-01 1.294367843551822439e-01 8.369715292962632835e-01 8.150638374436450784e-01 7.007945858902311365e-01 2.960174615170642620e-01 3.298493381046839201e-01 3.495475081851990851e-01 6.540817520883397407e-01 9.556216901878976655e-01 6.417784886006543399e-01
1.974880357639190731e-01 2.073615002254113049e-01 2.049849294737330629e-01 6.079007735886672315e-01 4.328164032005809014e-01 4.164428555698408974e-01 6.216395776094603143e-01 1.000000000000000000e+00 3.545584244367934179e-01 3.490863444648653613e-01 4.664155961071512202e-01 -7.986748171802532381e-02 3.553790282418800572e-01 1.313650455424679730e-01 1.008887081000266472e-01 1.484458083120623328e-01 1.912006901971886885e-01 2.012998067248779610e-01 3.102542370580037567e-01 5.218339629914358069e-01 3.551303439142282636e-01
2.586604753176310334e-01 2.500986040527317655e-01 2.573147055845763087e-01 7.470922003793466493e-01 5.174466756222412256e-01 5.052548918172710124e-01 7.575718476872013163e-01 6.085595359206835697e-01 1.000000000000000000e+00 6.636381042775338912e-01 7.225939258740446958e-01 1.326961837777446140e-01 6.685943602134621910e-01 5.731474110952627932e-01 7.024199896889601336e-01 3.007114152277835517e-01 3.033476518688190127e-01 3.182784843163687372e-01 7.128563835424546191e-01 9.253600429118161719e-01 6.085033648665616468e-01
2.490354111855921648e-01 2.039176768602996570e-01 2.127873657449272926e-01 6.141591188295366655e-01 4.472431044680532652e-01 4.288841598282301937e-01 6.346259972086090162e-01 5.087412077945332456e-01 5.580760859132843921e-01 1.000000000000000000e+00 6.166978378826124541e-01 5.206167095200949779e-01 9.774937703771405806e-01 1.557581361332146752e+00 1.057087902270922752e+00 1.919828960531598516e-01 1.882173696694312837e-01 2.048451335266191775e-01 3.968507525666190028e-01 5.685814951307028853e-01 3.822778127591333064e-01
