1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-7.765933723903910568e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-5.858662346677361299e-01,6.915102892889880837e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-4.252801791473246884e-01,1.753941011776419534e-01,1.416378246810545694e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.156326196350668384e-01,6.729646835763912760e-01,-5.684645375788800470e-01,-2.428416416038596259e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-7.645271088915633895e-02,-4.288367605214173373e-01,8.275743247362568056e-01,-1.099845362668632615e-01,-8.131753573314340899e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.461658748019942333e-01,-4.601362025459066474e-01,-3.339370947410353341e-01,6.330205191569294731e-01,-3.801623192842568666e-01,-1.669163162706590875e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.369533605394576026e-01,-1.041245693311103615e-01,-6.982050387383629264e-01,-1.364016658333855325e-02,3.321712973290121274e-01,-5.610694041388185616e-01,3.606208049483946576e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.700458018610254303e-255,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.327073053424873255e-117,1.393157881098463884e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.119459376034741377e-56,3.422800721168007160e-10,4.278142320674203978e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.775209894787493197e-05,1.787717005959395139e-167,4.323625288387016042e-109,2.013119331601876250e-18,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.540090226075339144e-03,1.064798408513925773e-57,9.382899493300281370e-319,8.918330153408908273e-05,6.186403934302559602e-299,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.773286399883551434e-37,3.095403953807505876e-67,2.651494544042085868e-34,1.722203928105204114e-142,9.832891473719284679e-45,2.366745888747921123e-09,0.000000000000000000e+00,0.000000000000000000e+00
4.459328682556774763e-60,2.086231556507806332e-04,2.133104444387482242e-185,6.280391848796935683e-01,6.141947998676683305e-34,1.006382500588685754e-105,4.108973320143292739e-40,0.000000000000000000e+00
