UCACCSD,bname,wname,nut_length,nut_height,nut_width,nut_vol,nut_va3d,nut_ratio_feret,nut_area,nut_sphericity,nut_cnvx_area,nut_cnvx_vol,nut_ratio_cnvx_area,nut_inv_ratio_cnvx_vol,krumbein,sneed,air_vol,meat_vol,shell_vol,vein_vol,air_ratio_vol,meat_ratio_vol,shell_ratio_vol,vein_ratio_vol,shell_rugosity,shell_thickness,shell_prot_ratio,shell_prot_vol,meat_length,meat_height,meat_width,meat_area,meat_cnvx_vol,meat_cnvx_area,meat_ratio_cnvx_area,meat_inv_ratio_cnvx_vol,meat_cavity_area,meat_cavity_vol,meat_arc_height,meat_cavity_height,meat_sphericity,meat_ratio_cavity_area,meat_ratio_cavity_vol,rho_mvs,rho_vvs,rho_vvm,meat_ratio_feret,ShellIntegrity,ShellTexture,ShellColor,SEAL,ShellStrength,ShellThickness,PackingTissue,KernelFill,TipShrivel,MinorShrivel,MajorShrivel,Plumpness,EaseOfRemoval,PercentKernel,Blank
10-008-23,2012SB_R11_T29,008,41.5177675642083,34.270926376407125,33.13735002249285,20905.68140840817,4.945555393418927,1.2528994483876057,6252.6679577999985,0.5869417146851096,3914.546355641136,22216.987231485542,0.6260601685649831,0.940977333721513,0.8701454980692944,0.9172588367394268,7086.657849874416,7935.831420149357,3497.606602443657,2385.58509869526,0.3389823900704903,0.3796016625871665,0.1673041186324085,0.11411180779478387,1.7037466838363897,0.8893942477834396,0.06991676524965112,244.54133975868297,33.50037379487307,29.019912567902484,25.488673682142352,8287.881479459998,13620.271075455676,2867.6213389897994,0.3460017310933651,0.5826485666977711,228.70294023589216,298.9905881882223,12.273410219142685,18.275799671688773,0.2321501035446865,0.02759486134094589,0.02195188234740911,0.8235015640934751,0.5805585663923057,0.704987812659949,1.3143239311955177,7.0,7.0,6.0,5.0,5.0,1.1,5.0,6.0,10.0,0.0,0.0,5.0,5.0,58.80311661,0.0
10-008-23,2012SB_R11_T29,009,39.2932197761882,34.35432421760707,33.514224029763234,20711.012725229706,5.047992233555993,1.1724341205481217,6256.400962679999,0.5829443633068345,3907.597763732165,22194.02477503625,0.6245759801907425,0.933179670436584,0.9068284035248694,0.9405598512571872,7258.8661072876075,7762.941059788925,3332.8940442769617,2356.3115138762096,0.35048339758127883,0.3748218960984113,0.1609237601508932,0.11377094616941655,1.715429572605108,1.01977736649692,0.06100929382807008,203.337512045118,31.71072530760349,29.422802882433228,25.36029024113068,7824.931266239999,13473.188327876522,2847.2020209651896,0.36386287931361155,0.5761769872782906,244.80696936825558,368.9735300415383,11.80819801244094,17.164710004117467,0.2423005791885184,0.03128551050977973,0.027385762082618448,0.8378828128390704,0.5919413364161754,0.7064727039935927,1.250408611498197,7.0,7.0,6.0,5.0,5.0,1.1,5.0,6.0,10.0,0.0,0.0,5.0,5.0,58.80311661,0.0
10-008-37,2012SB_R11_T43,001,34.80637676024747,32.487993217266705,32.143916692282964,17331.14539914377,4.612156241211051,1.082829360636182,5391.0120844799985,0.6007567553031352,3393.28489702868,18180.38375462381,0.629433739686374,0.9532882051918152,0.9517028034657382,0.9703728307814962,5424.680788267751,6127.213593268548,3646.0142766984413,2133.2363036635525,0.313001862446769,0.3535377179151273,0.21037353231590625,0.12308686209331225,1.6645672165524148,1.1229097492267577,0.06526624739554539,237.96166979069096,26.983044399130602,27.272959814952454,24.68083927124557,6680.880486719999,10438.970330245009,2375.3870823403463,0.3555500037849877,0.5869557436633445,165.82093580923518,243.47350352601555,12.262564721927214,11.82712600706914,0.2423775744459849,0.02482022184633414,0.02332351715001963,0.8229107228352458,0.5926183660880116,0.7201490388242993,1.1050256239351972,7.0,5.0,5.0,6.0,6.0,1.2,6.0,6.0,20.0,0.0,0.0,4.0,6.0,50.01488982,0.0
10-008-37,2012SB_R11_T43,002,33.89545088726393,32.519437845240084,30.390594292179927,16273.65933776365,4.397909888250914,1.1153270173458194,5088.108694679999,0.6103578827074391,3265.6872811450885,17062.135292260496,0.6418273423599639,0.9537879672742656,0.9510422199901121,0.9427531241771776,4872.336121112227,5921.3391829542725,3389.7914867227946,2090.1925469743555,0.2994001545679272,0.3638603377430654,0.20829927776948445,0.12844022991952303,1.638383034498019,1.086818652780477,0.06525071250244273,221.18630974337697,27.78044645670759,26.671888385967193,23.33141322303545,6414.9269322599985,10003.277582815175,2323.750564964143,0.3622411587072401,0.5919399050893734,163.1906370834828,225.5740970727571,11.568233959950307,11.662742763677723,0.24673970227124825,0.025439204344294884,0.02255001875188141,0.8316045466643591,0.5814819599532934,0.6992289331337473,1.190688544716166,7.0,5.0,5.0,6.0,6.0,1.2,6.0,6.0,20.0,0.0,0.0,4.0,6.0,50.01488982,0.0
10-008-37,2012SB_R11_T43,003,38.08596455498861,32.77676158138901,32.111150999611695,18151.28761859503,4.541230271881339,1.1860666269935063,5531.126505299999,0.6038681979869586,3541.7007939881532,19222.53175472033,0.6403217844673139,0.9442714336594998,0.8985950026535333,0.9382680217840004,5528.2012788938755,6654.681178896365,3755.673693849725,2212.731466955064,0.3045624858718302,0.3666230913601412,0.206909491644121,0.1219049311239076,1.6559905014597185,1.0417987474918076,0.058077089023975376,218.11859546271296,30.27625968637868,28.244971431536943,23.44146510668041,7625.2155051599975,11935.374115959572,2625.681067437325,0.3443418832766788,0.5575594961868815,188.63131804010465,271.6379240819359,12.698451259852519,16.000082890604556,0.224379669796282,0.02473783434874168,0.02275906238403629,0.8191059350234968,0.5935761445828479,0.7246634643977041,1.2915685751122472,7.0,5.0,5.0,6.0,6.0,1.2,6.0,6.0,20.0,0.0,0.0,4.0,6.0,50.01488982,0.0
10-008-37,2012SB_R11_T43,004,34.20705530204016,32.23294502907375,29.71119272244598,15542.943875413908,4.8021090328119875,1.1513188185204588,5081.403111839999,0.5927287520439534,3200.1115355291213,16540.071186262187,0.629769271418883,0.9397144486490198,0.9353975573403688,0.9285561380817764,4340.0719525797795,5584.913766502091,3533.4677276493208,2084.490428682717,0.2792310123080982,0.35932149091372595,0.22733580948192314,0.13411168729625275,1.6871123537564543,1.159284174652227,0.05662575565828784,200.085280172316,28.025869606859892,26.92628491236371,23.82079154864428,6432.727835159999,9836.778148124284,2304.041953492395,0.35817494732156463,0.5677584349675554,165.42993237199596,233.88630529268025,11.44600080039924,13.72736423867042,0.2366464144519112,0.025716917707568652,0.02377671853230507,0.8084794164514881,0.5864959179982646,0.7254308595418107,1.1765297366222467,7.0,5.0,5.0,6.0,6.0,1.2,6.0,6.0,20.0,0.0,0.0,4.0,6.0,50.01488982,0.0
10-008-37,2012SB_R11_T43,005,35.02163506403066,31.40934592211121,30.20881796093103,15626.81980115952,4.890254691562456,1.1593182861151348,5130.681080579999,0.5891458740347484,3224.7660893679163,16707.148076482314,0.6285259283750633,0.9353373615666036,0.9179941833747658,0.9396311038977506,4287.414042298331,5869.394857294549,3259.2033147191755,2210.807586847464,0.274362544449396,0.3755975260467928,0.20856472117745545,0.1414752083263557,1.6973724913857566,0.9889755771426072,0.06755752390949006,220.18370586003,28.40003586843768,26.905223269131266,24.329523376251842,6935.934588659999,10294.060838444984,2369.1341382676183,0.34157388712129244,0.570172932665626,161.60450855677894,223.69577490011883,11.570384983437572,13.531599239796664,0.22686875471359524,0.02329960101137581,0.02173056662582443,0.8194712418154534,0.6082856634930759,0.7422904337014711,1.1673075312342158,7.0,5.0,5.0,6.0,6.0,1.2,6.0,6.0,20.0,0.0,0.0,4.0,6.0,50.01488982,0.0
10-008-37,2012SB_R11_T43,006,32.269146999601716,30.010548241079306,28.384092806348626,13079.186281001112,4.325495342353023,1.136874347887706,4374.044773559999,0.6137451177958244,2822.963535774717,13719.930907125005,0.6453897209372024,0.9532982614518024,0.9352434146125422,0.9405088225359106,3551.5355853325586,5269.71661805536,2413.9894395020583,1843.9446381111359,0.2715410201391149,0.4029085988101703,0.1845672496467636,0.1409831314039512,1.6293408631768076,0.8484821780232182,0.0543695577280669,131.24753818595102,26.2232800414871,26.74531424620275,21.755101403401255,5597.825163479999,8298.792244482596,2052.582272771186,0.36667495193707655,0.6349980169173293,128.53059345604393,178.73252954015385,10.526061357994324,11.900594676696134,0.2616111814130166,0.022960808832432403,0.021537173636197858,0.8524124854998248,0.6129630272617781,0.7190920331280202,1.229381272478064,7.0,5.0,5.0,6.0,6.0,1.2,6.0,6.0,20.0,0.0,0.0,4.0,6.0,50.01488982,0.0
10-008-37,2012SB_R11_T43,007,34.322131890580195,29.90165991420709,28.359280618569365,14039.73676866885,4.478681851002247,1.21026102009465,4639.168771379998,0.6066663813903016,2968.547717519613,14769.303514271032,0.6398878471145961,0.9506024949045682,0.8962186943670833,0.921949122907597,5834.398166400869,3953.488795495073,2841.040977404652,1410.8088293682567,0.4155632162150605,0.2815928005372365,0.20235713989629306,0.10048684335140992,1.6483524234659137,0.9643680683931292,0.0404410067243414,114.89455727135098,27.61203755019225,23.28903403476348,18.606816203116487,4274.73993078,7067.773363384918,1902.0605743851236,0.44495351885373285,0.5593683600518929,141.66500887232456,123.97735557052192,10.060842510780764,14.102588900222152,0.28285342032853383,0.033140029841879845,0.017541218315345972,0.8534309670774948,0.636967858143474,0.7463613141725086,1.4839743268688528,7.0,5.0,5.0,6.0,6.0,1.2,6.0,6.0,20.0,0.0,0.0,4.0,6.0,50.01488982,0.0
10-008-63,2012SB_R11_T69,001,40.175396580211135,35.88219197154643,35.99390908955084,25152.43468187785,4.219914881426044,1.1196472225573368,6708.705199019999,0.6188215600448352,4349.953350042381,26256.620163648553,0.6484043076863503,0.9579463969509902,0.9283873451296476,0.9620321390315576,11845.29003315461,7112.6053083347115,2999.666204012709,3194.8731363758216,0.4709400971703569,0.28277999320118674,0.11925947694335715,0.12702043268509927,1.6159747244868898,0.6808203587521467,0.04372095911431029,131.148283462218,33.53981446345497,29.755191541394247,25.646620842081198,7225.081164179999,14818.714002379937,3047.4859767735384,0.42179262869490664,0.47997453133871165,473.9669758569551,688.916661254069,0.3021604906617625,30.728392774037466,0.2475486339009812,0.06560022857691279,0.046489638786700836,0.8892745594098862,0.6076680368790841,0.6833300586967501,1.307767392436455,7.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,0.0,0.0,0.0,3.0,5.0,57.902097899999994,0.0
10-008-63,2012SB_R11_T69,002,40.393135306291256,36.5478152906041,35.16756400727625,25110.976814540987,4.3181793018834425,1.1485906529645846,6752.9482198199985,0.6140915331382477,4377.891481212129,26365.486417501103,0.6482933585012479,0.9524184919976522,0.9235552039385664,0.9426964301801898,12026.735975802634,6511.444369676234,2954.8008826579976,3617.983343530709,0.4789433746296291,0.2593066935534606,0.1176696910072795,0.14407975325896713,1.628421735257624,0.6660273426585569,0.05575573688448928,164.74710055953597,33.79534987709973,30.627005810332665,25.68194177497078,7398.792628919999,14437.757757364505,3031.5210513319093,0.4097318580713378,0.45100108196197114,281.73581453704145,431.5692480333596,10.892995656082196,19.059141177291163,0.2279160059462204,0.0380786202110609,0.02989170862166752,0.8876959611241878,0.603317293122154,0.6796440668245313,1.3159187951292746,7.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,0.0,0.0,0.0,3.0,5.0,57.902097899999994,0.0
10-008-63,2012SB_R11_T69,003,41.35612101041967,36.164128493148645,35.794783245034274,25790.638620271733,4.575858081463019,1.1553672703453768,7008.359491979999,0.6023410816473395,4458.222220730178,27189.206033713097,0.6361292148086776,0.9485616677549458,0.9113238059514508,0.9497454557014204,13127.2190086057,6595.555970735027,2719.745146320741,3348.1184946102626,0.5089916229638284,0.2557344960644304,0.10545474217854343,0.1298191387931978,1.6601889369144562,0.6146412273610413,0.06180352687599505,168.08984224649097,33.8431917866617,29.87690496788721,25.605161709041013,6913.870686359999,13639.943551172559,2923.87787195606,0.42290028329925516,0.48354716029363914,262.52496093562974,418.427067171374,14.1606147816062,17.745820417624586,0.24599737838525254,0.03797076526952565,0.03067659815464587,0.9637797123408542,0.6259265091258465,0.6494497664882146,1.3217331790844302,7.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,0.0,0.0,0.0,3.0,5.0,57.902097899999994,0.0
10-008-63,2012SB_R11_T69,004,40.8079962365284,34.326290684026176,32.77430989946097,23111.251668908168,5.0407445978746095,1.2451214491384173,6727.669785539999,0.5832236173601685,4209.04541878782,24663.96910147973,0.6256319874430311,0.9370451111829196,0.8774518560179585,0.9153032163768612,12996.260926926849,4998.433782046517,2262.157695901224,2854.3992640335805,0.5623347931609808,0.2162770694402055,0.09788122808357154,0.12350690931524218,1.714608205556347,0.535202789208781,0.07008641471330912,158.54652242183695,32.026153149713465,25.672299719529,21.53857307186131,6111.585720899999,10441.32795786778,2460.999603523513,0.40267775269968786,0.47871628994088655,178.75667011261174,164.43865591219944,15.326065266094055,14.551136872498207,0.23132337089999885,0.029248819909587692,0.01574882587499717,1.0447624387294416,0.6839768465022342,0.6546721255925254,1.4869208393175066,7.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,0.0,0.0,0.0,3.0,5.0,57.902097899999994,0.0
10-008-63,2012SB_R11_T69,005,39.807615412438345,36.21492650086512,35.533524455192385,24159.456757751035,4.592358755780394,1.1202833386999251,6717.703584239999,0.6016187976496699,4310.3492580393395,25717.79243035665,0.6416402873374157,0.9394063204753844,0.9329632194469838,0.9567701121564556,11361.896354564511,6601.645925766539,2867.4160619434106,3328.498415476575,0.4702877415039266,0.27325307816155864,0.11868710835244516,0.13777207198206964,1.6621821058561943,0.6665256083467654,0.0482647746408192,138.395190031164,32.24741494858065,30.97476945282473,26.09708900297911,7047.0145270799985,14363.346082886048,3026.0797235721916,0.4294130105654938,0.4596175492584149,266.3477147892586,431.6848085019003,11.523850987630922,18.21573944650352,0.24149813215469285,0.03779582314833434,0.030054613041473218,0.8970297950968833,0.6028727649578308,0.6720766336336887,1.2356709572052058,7.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,0.0,0.0,0.0,3.0,5.0,57.902097899999994,0.0
10-008-63,2012SB_R11_T69,006,39.90542513849164,37.36448293432337,36.4724408727071,25507.210416592705,4.667601046239281,1.0941254323440002,7003.105633259999,0.5983685473002682,4421.032878782359,26976.25276484197,0.6312960435418042,0.9455431278370928,0.9494089188284448,0.962674747470998,12172.48476029962,7214.550403499998,2975.3684727446785,3144.6651125132094,0.4772174048629517,0.2828435679821286,0.11664813298474892,0.12328534015101755,1.6712108357162505,0.6603217682192045,0.0507468183125414,150.99048329923798,32.43707817418943,32.26568072998221,28.182419529717684,7437.5859234599975,14454.96854103465,2984.7772984606045,0.401309958523756,0.4991052303586403,254.78283137042087,463.469071284418,13.832027329534233,16.25696577946406,0.24276811325920905,0.03425611939040226,0.03206295952625048,0.8914610583661879,0.59451084288892,0.6668949106745066,1.150968536962744,7.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,0.0,0.0,0.0,3.0,5.0,57.902097899999994,0.0
10-008-63,2012SB_R11_T69,007,39.03531793381597,35.555390888029955,35.085783832606175,22996.73620346711,4.5508099436605525,1.1125679312183236,6480.7384256999985,0.6034441765420795,4149.014817435177,24390.15330241114,0.6402071098845551,0.9428696867269676,0.9354926930359148,0.9608001511429706,9779.564431448656,7512.886491785531,2469.248960383557,3235.035008112929,0.42525879954974816,0.32669359796599523,0.10737388725671776,0.1406736581874257,1.6571541144539783,0.6808950009012107,0.04223623997593179,104.29179165108,32.32299770119211,30.29295749511881,25.22862175039197,7152.702347339999,13979.465904478306,2940.112991959505,0.411049257914793,0.5374229990702853,273.52064129219445,296.54535490934103,13.006851927807036,16.850260158068984,0.2593493656314509,0.03824018224299706,0.021212924509107542,0.9127633695072518,0.590740354068305,0.6471998918922565,1.281203468861311,7.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,0.0,0.0,0.0,3.0,5.0,57.902097899999994,0.0
10-008-63,2012SB_R11_T69,008,40.70748582833216,36.704592812904075,34.892151204375374,25035.37750846736,4.548727722974457,1.166665981409239,6857.253445679999,0.6035362398139259,4383.233646401562,26411.903887431894,0.639211264557088,0.9478823493818804,0.9176981690319252,0.9340144608785538,11480.171693879489,6985.7039902100205,3024.1169711983885,3545.383978688508,0.4585579622275204,0.27903329949178296,0.1207937435804826,0.14161495977000554,1.6569013325667181,0.716879755263947,0.03901975784419713,118.00031190868799,34.55720479454075,29.77127040533824,25.480959544086467,7385.289290279999,14767.10635573905,3064.7597961038405,0.4149816852993779,0.4730584192952003,251.24070753835724,392.7835760383737,13.905902229635014,17.844970778826386,0.2392893658307313,0.03401907463110791,0.02659854724251534,0.8749264975334395,0.60216232710859,0.6882433310754489,1.3561971532018176,7.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,0.0,0.0,0.0,3.0,5.0,57.902097899999994,0.0
10-008-63,2012SB_R11_T69,009,40.267432374145656,34.24481412476851,32.71620497661581,22621.608003441244,4.387283710466947,1.2308100038781136,6332.351481719998,0.6108502558604842,4108.504217871514,23683.89174083963,0.6488117770676175,0.955147416268306,0.884063144876958,0.9190215529028596,10727.949875399656,6151.0369131918615,2443.8812894284133,3298.7399254213133,0.4742346288454693,0.27190980023419,0.10803304915621584,0.14582252176412494,1.6370624230832704,0.6058627604053746,0.0578183253400357,141.30112348459798,33.526419393074086,27.08221805112211,22.680764971711287,6330.208460399998,11862.993592479555,2701.953557871583,0.4268348467154348,0.5185062998846479,226.48284229108341,306.3337806750447,12.45075234717767,18.61708015108331,0.2564671040995621,0.0357781017335995,0.025822637286868497,0.9271418219698648,0.6157354128371502,0.6641221421000288,1.478187328993978,7.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,0.0,0.0,0.0,3.0,5.0,57.902097899999994,0.0
10-008-76,2012SB_R12_T57,001,38.142727799674546,35.31182096800555,33.25120266504925,22202.970817536527,4.702843205655336,1.14710821692374,6400.467299159999,0.5968701136138385,4068.565282258222,23594.65409240778,0.6356669118194203,0.941017008792722,0.9310392532766748,0.936327152764634,7515.902611099673,7965.85619270133,3461.255325056033,3259.956688679493,0.3385088722074707,0.3587743396216903,0.15589154052854212,0.14682524764229693,1.6754063860650552,0.8524242370312883,0.046290787092444885,160.22423332475995,30.723785063739317,31.297204489795398,25.94523908996745,7799.560658999999,14141.497564864716,2951.5176883420986,0.3784210184885619,0.5632965077540947,216.13824883905428,395.8218730912192,13.316715648247373,13.957873997536746,0.2473065538326723,0.02771159277922276,0.0279900959057306,0.8656680017370366,0.5988133842895864,0.6917356112135556,1.206279286202356,7.0,5.0,5.0,5.0,5.0,1.1,5.0,5.0,0.0,10.0,0.0,5.0,4.0,57.72539694,0.0
10-008-76,2012SB_R12_T57,002,38.21806212672244,35.6541723975796,33.91351241211975,22305.77990976832,4.495183008542094,1.126927274954403,6324.286347719999,0.6059231434380401,4042.9106712984794,23494.9146091871,0.6392674918579565,0.9493875709191212,0.938963266887588,0.9450515683681551,7343.247488806944,8407.476749964202,3275.756554063157,3279.299116934016,0.32920828227087146,0.3769192013896961,0.1468568490908768,0.14701566724855558,1.6503743268922637,0.8362594723756303,0.05872445641248927,192.36702297700802,32.11903654907678,32.239039130132035,26.16038718088366,8539.29474948,15645.116265354041,3136.457093070659,0.3672969706616174,0.5373866583901635,253.2414041070559,487.0254704773098,13.149835784356759,15.102787355600796,0.2341563304687048,0.02965600925327903,0.03112955264869607,0.8610315411747607,0.5992337746086488,0.6959486917181635,1.2323609320924067,7.0,5.0,5.0,5.0,5.0,1.1,5.0,5.0,0.0,10.0,0.0,5.0,4.0,57.72539694,0.0
10-008-76,2012SB_R12_T57,003,38.86349753362853,34.63051908551806,33.70471282035387,22273.574594012574,4.920103784041892,1.1530582604507265,6511.3168051799985,0.5879520542105293,4068.3852946096868,23609.45113528545,0.6248175931745684,0.9434177214193538,0.917674412572588,0.9450616195099096,6917.820755104312,8618.421458852963,3304.118482058493,3487.2556902192896,0.31058421834831634,0.3869348147274801,0.1483425333510088,0.15656470745188378,1.7008189576661088,0.8584982263125127,0.040719539447748594,134.54218287021598,32.298025800482705,30.305165751687678,25.101617531221148,8208.405344699999,15121.416642641449,3089.032622414277,0.37632554591237416,0.5699480189276416,239.61386134645352,419.76271398288543,12.996803174969015,15.860491715901187,0.24765312670031564,0.02919128031380265,0.02775948338062327,0.8627878480868036,0.5797686724060253,0.6719713005829165,1.286691017433866,7.0,5.0,5.0,5.0,5.0,1.1,5.0,5.0,0.0,10.0,0.0,5.0,4.0,57.72539694,0.0
10-008-76,2012SB_R12_T57,004,38.71059874717467,34.76198707696796,32.72226674228448,20561.960551138876,4.736760171493958,1.1830048037947178,6095.662842059999,0.5954420957354047,3838.8784414714,21664.886255810343,0.629772108618473,0.9490915534174256,0.9122125978257172,0.9266536190249496,7037.3750374453675,7175.109549557763,3157.0990621995325,3192.375590199773,0.3422521417616272,0.3489506524298993,0.15354076058786473,0.15525638142628165,1.6794244262575075,0.8373970418997375,0.07374356114949987,232.81572774833995,31.6579890596396,31.15477892084577,23.96563755487695,7696.937589659999,13711.019115520472,2888.6214548111266,0.3752949041306606,0.5233097181985363,249.24100930296126,436.3091883948837,12.64418181661281,15.97892133680242,0.2337321838581844,0.032381841011389974,0.0318217912701321,0.8586458264472474,0.5847536174466517,0.6810184122901307,1.3209742068054133,7.0,5.0,5.0,5.0,5.0,1.1,5.0,5.0,0.0,10.0,0.0,5.0,4.0,57.72539694,0.0
10-008-76,2012SB_R12_T57,005,38.68158764066847,34.97630678322665,35.32249765147176,22051.29779404457,4.403517374137322,1.1059368812266577,6233.1388118999985,0.6100986939172779,4013.239056911954,23299.90735225942,0.6438552353831871,0.9464113938593076,0.9381499452739694,0.96382325590941,8767.623170897612,7163.254512885634,3032.314449438681,3088.105660822644,0.39760123203567177,0.324845030881594,0.13751183616311338,0.14004190091962085,1.639079070271847,0.7353523764423805,0.07281429852088793,220.79584953063,31.597817940401587,29.83885993479969,26.288418841397963,8116.785422459999,13538.82382972316,2840.4808686776973,0.34995145502033215,0.5290898679957275,294.4114301580447,336.53745586466016,13.410885692422696,16.1201460619491,0.221397976640992,0.03627192476265016,0.02485721507992631,0.8661698621732562,0.5958582105617483,0.6879230467182444,1.20196722865061,7.0,5.0,5.0,5.0,5.0,1.1,5.0,5.0,0.0,10.0,0.0,5.0,4.0,57.72539694,0.0
10-008-76,2012SB_R12_T57,006,37.58257948194957,34.52645701444982,33.603570917415475,20930.16059654998,4.651824393826003,1.1184102896181167,6131.126388419999,0.5990442392189322,3891.4420027758974,22160.685754627768,0.6347026233427113,0.9444726046972249,0.9365294213213312,0.9547230778208023,6575.925397709842,8346.940113396653,3113.8511118716424,2893.440475608012,0.3141841825520338,0.3987996210011174,0.14877339796355474,0.13824263135778095,1.6693257935404846,0.7885203671539511,0.0723903348120913,225.41272454339096,31.38608997666302,30.78669054518787,24.652659087930974,8156.120233139997,14126.133487475185,2932.3268343332184,0.3595247189243937,0.5908863965357113,224.444086653162,339.59246314871524,13.069683113405222,15.24846020623565,0.24397876966822524,0.02751848676055552,0.02404001515700046,0.8830775543653272,0.5838251504085437,0.6611255687821689,1.273132032723743,7.0,5.0,5.0,5.0,5.0,1.1,5.0,5.0,0.0,10.0,0.0,5.0,4.0,57.72539694,0.0
10-008-73,2012SB_R12_T60,001,38.81491450752474,32.68278535192936,32.414291044424985,18056.18191721226,4.7866608033891405,1.197463009582023,5609.3467834799985,0.5933657149998742,3527.746192738287,19123.99192734544,0.6289049917769031,0.9441638537503086,0.8892409221351488,0.9391142985675224,6299.451583374312,6121.705174724105,3128.2688442961885,2506.7563148176555,0.34888060013226196,0.3390365251520046,0.17325195651214229,0.13883091820359109,1.6853012816896775,0.8642776854940956,0.042125987718762935,131.78141491581002,31.56483238517469,28.417325867759754,25.978524804137827,7328.706614459998,12028.351087727806,2622.653547588472,0.35786035456976967,0.5089396817631896,309.9970140735603,402.63605426562975,12.22781795101362,16.80036051376668,0.2208199945681331,0.04229900723026854,0.033473919353453875,0.8452680521692572,0.593896977654375,0.7026137757486812,1.215035596638154,7.0,5.0,5.0,5.0,5.0,1.2,5.0,5.0,0.0,0.0,0.0,5.0,5.0,54.30561548,0.0
10-008-73,2012SB_R12_T60,002,36.350464419493214,31.64028337114161,31.986490053653107,17311.626323715733,4.395649266532588,1.14886658861746,5301.316272779999,0.6104624976523656,3397.6443586300466,18187.019392013048,0.640905802220385,0.951867150442378,0.914946445843884,0.9513377407794944,6057.151563940982,5989.721752396998,2909.1585760871035,2355.549395006313,0.34988922765985897,0.34599416833480817,0.1680465209731195,0.1360674815271037,1.638102264833082,0.8281946842329241,0.06292640007118191,183.06287642936695,30.60388494359241,27.345261674356397,24.85872468026807,7301.930369579999,11511.212552050403,2534.8038490529348,0.3471416078702945,0.5203380378316523,225.5757841797348,332.79858917370984,11.579848357034967,15.615707911373192,0.2184326406119281,0.03089262328760192,0.0289108195742968,0.8411471548857016,0.5963826196404127,0.7090110406679692,1.231112429829702,7.0,5.0,5.0,5.0,5.0,1.2,5.0,5.0,0.0,0.0,0.0,5.0,5.0,54.30561548,0.0
10-008-73,2012SB_R12_T60,003,37.047552060494326,32.028475442511585,31.40698199319319,17325.838988010626,4.451343701004611,1.1795960550594646,5326.52557734,0.6079058048246162,3395.061978432162,18156.91861162199,0.6373877172157716,0.954227936943034,0.9016011965718652,0.9402691973502444,5561.187077829635,6413.727438292877,2915.592643310589,2435.3318285775267,0.3209764953765265,0.37018279130558335,0.16828002645806422,0.14056068685982606,1.6449916945414016,0.8479532925161706,0.04158056631200744,121.23199324397699,30.829100755171545,28.09593835504691,25.88234353768804,7435.523553479999,11660.633834199758,2556.428940759481,0.34381290333792464,0.5500324878980334,224.92898882800608,280.3517181849342,12.961183500672725,14.907182987935984,0.22451545266449088,0.03025059193346702,0.024042579689166104,0.8558459477541615,0.5897315419712893,0.689062726205356,1.1911247801143041,7.0,5.0,5.0,5.0,5.0,1.2,5.0,5.0,0.0,0.0,0.0,5.0,5.0,54.30561548,0.0
10-008-73,2012SB_R12_T60,004,36.01581575470928,31.54876265357037,30.68536040606171,15760.647962162531,4.521731073231853,1.1737133042633114,5026.917370859999,0.604734979637208,3200.454280458395,16533.359103788294,0.6366633951476438,0.9532635118625886,0.9070732281961468,0.9392811860275688,5272.629110190979,5337.419708023721,3074.688346054049,2075.910797893778,0.3345439301004169,0.3386548396257288,0.19508641735007504,0.13171481292377915,1.6536169291875906,1.0117275224991764,0.0719164669828426,221.12072292152698,29.33797494927491,26.966568169376075,23.452645392721546,6502.548852359999,9878.669471479365,2309.2938698309877,0.35513671980993505,0.5402974280527705,199.50042430109528,258.9751088275187,12.158079708708515,14.607733491419252,0.2271370969622236,0.0306803422520524,0.026215585972908996,0.8279267358070072,0.5818897410735379,0.7028275762907343,1.250945232744612,7.0,5.0,5.0,5.0,5.0,1.2,5.0,5.0,0.0,0.0,0.0,5.0,5.0,54.30561548,0.0
10-008-73,2012SB_R12_T60,005,36.47253509770938,32.89486300548431,31.231696193422533,17178.935875449082,4.270314255564008,1.1678051320629388,5223.579902639999,0.6163774208443273,3377.8390083524846,17977.803916119658,0.6466521181470439,0.9555636470172936,0.9174813618864524,0.9333238630974864,6213.33215107595,5910.175868629922,2735.017256411253,2320.410599331957,0.3616831796872589,0.3440362029103517,0.15920760611953536,0.13507301128285384,1.6223825957644231,0.830514016240347,0.06748965285485924,184.58536518724497,30.082293327082205,29.243720033182374,24.33831110517455,6682.654816199999,11371.905486572816,2527.3207046867333,0.37819111927793087,0.5197172870991815,218.1332522597705,310.0979458120848,11.081365309675927,16.24134462684221,0.23655676109694165,0.032641705768039216,0.02726877621153532,0.8518722105671986,0.5954950181473025,0.6990426624561523,1.2360057851625714,7.0,5.0,5.0,5.0,5.0,1.2,5.0,5.0,0.0,0.0,0.0,5.0,5.0,54.30561548,0.0
